     9       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0113
     8       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0098
     7       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0082
     6       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0067
     5       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0052
     4       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0037
     3       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0022
     2       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .750E+02       .000E+00    .0008
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       DISSIPATION             
  J
    10       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0128
     9       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0113
     8       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0098
     7       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0082
     6       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0067
     5       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0052
     4       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0037
     3       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0022
     2       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .108E+08       .000E+00    .0008
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
0ITER   I-----ABSOLUTE RESIDUAL SOURCE SUM          S------I   I----FIELD VALUES AT MONITORING LOCATION            ( 5, 5)--------I
  NO.   UMOM      VMOM      MASS      ENER      TKIN      DISP          U         V         P         T         K         D

0  1     4.642E-02 3.096E-06 0.000E+00 0.000E+00 1.968E+05 3.804E+11    5.000E+01-7.660E-11 1.000E+05 2.930E+02 5.322E+01 7.639E+06
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       U VELOCITY              
  J
    10       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0128
     9       .500E+02       .493E+02       .491E+02       .491E+02       .490E+02       .490E+02       .490E+02       .490E+02       .500E+02    .0113
     8       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02    .0098
     7       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02    .0082
     6       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02    .0067
     5       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02    .0052
     4       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02    .0037
     3       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02    .0022
     2       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02       .500E+02    .0008
0X=              .0000          .1875          .3750          .5625          .7500          .9375         1.1250         1.3125         1.5000
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       V VELOCITY              
  J
    10       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0120
     9      -.124E-03      -.667E-04      -.269E-04      -.967E-05      -.325E-05      -.105E-05      -.330E-06       .167E-03       .000E+00    .0105
     8      -.500E-05      -.394E-05      -.207E-05      -.904E-06      -.356E-06      -.130E-06      -.464E-07       .788E-05       .000E+00    .0090
     7      -.155E-06      -.161E-06      -.107E-06      -.548E-07      -.242E-07      -.103E-07      -.363E-08       .287E-06       .000E+00    .0075
     6      -.450E-08      -.582E-08      -.374E-08      -.275E-08      -.186E-08      -.695E-09      -.269E-09       .977E-08       .000E+00    .0060
     5       .545E-09       .189E-10      -.734E-10      -.766E-10      -.587E-10      -.297E-10      -.652E-09       .359E-10       .000E+00    .0045
     4       .114E-10       .334E-11      -.672E-12      -.178E-11      -.169E-11      -.106E-11       .451E-12      -.952E-11       .000E+00    .0030
     3       .257E-12       .146E-12       .255E-13      -.329E-13      -.471E-13      -.369E-13       .687E-09      -.496E-09       .000E+00    .0015
     2       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0000
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       TURBULENCE ENERGY       
  J
    10       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0128
     9       .533E+02       .532E+02       .532E+02       .532E+02       .532E+02       .532E+02       .532E+02       .532E+02       .000E+00    .0113
     8       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .000E+00    .0098
     7       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .000E+00    .0082
     6       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .000E+00    .0067
     5       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .000E+00    .0052
     4       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .000E+00    .0037
     3       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .000E+00    .0022
     2       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .525E+02       .000E+00    .0008
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       DISSIPATION             
  J
    10       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0128
     9       .764E+07       .764E+07       .764E+07       .764E+07       .764E+07       .764E+07       .764E+07       .764E+07       .000E+00    .0113
     8       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .000E+00    .0098
     7       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .000E+00    .0082
     6       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .000E+00    .0067
     5       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .000E+00    .0052
     4       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .000E+00    .0037
     3       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .000E+00    .0022
     2       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .758E+07       .000E+00    .0008
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       VISCOSITY               
  J
    10       .185E-04       .185E-04       .185E-04       .185E-04       .185E-04       .185E-04       .185E-04       .185E-04       .185E-04    .0128
     9       .570E-04       .570E-04       .570E-04       .570E-04       .570E-04       .570E-04       .570E-04       .570E-04       .185E-04    .0113
     8       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .185E-04    .0098
     7       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .185E-04    .0082
     6       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .185E-04    .0067
     5       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .185E-04    .0052
     4       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .185E-04    .0037
     3       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .185E-04    .0022
     2       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .565E-04       .185E-04    .0008
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       KPLUS TE RHO TAUN       
  J
    10       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0128
     9       .502E+02       .502E+02       .502E+02       .502E+02       .502E+02       .502E+02       .502E+02       .502E+02       .000E+00    .0113
     8       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .000E+00    .0098
     7       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .000E+00    .0082
     6       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .000E+00    .0067
     5       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .000E+00    .0052
     4       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .000E+00    .0037
     3       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .000E+00    .0022
     2       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .495E+02       .000E+00    .0008
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
0*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-       LENGTH SCALE PIPE RAD   
  J
    10       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00       .000E+00    .0128
     9       .424E-02       .424E-02       .424E-02       .424E-02       .424E-02       .424E-02       .424E-02       .424E-02       .000E+00    .0113
     8       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .000E+00    .0098
     7       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .000E+00    .0082
     6       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .000E+00    .0067
     5       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .000E+00    .0052
     4       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .000E+00    .0037
     3       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .000E+00    .0022
     2       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .419E-02       .000E+00    .0008
0X=              .0938          .2813          .4688          .6563          .8438         1.0313         1.2188         1.4063         1.5938
